ID,SEX,AGE,FO,TIP,Q1,Q2,Q6,TV,INETR,EDU,DOHOD_0,PROF,PROF2,PROF3,weight1
0716abe50c4ce1d3,Женский,32.0,Северо-Кавказский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Предприниматель, собственник бизнеса",,"Средства массовой информации (в т.ч. журналистика, блогерство, реклама, СММ)  Включает в том числе: Издательство печа...",1.478177943346152
07168f65210cefd7,Женский,32.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)","Пока не определился, определюсь ближе к выборам",(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Финансовая и страховая деятельность, банковские услуги Включает в том числе: Банк, инвестиционный фонд, финансовая ар...",1.4497045120974101
071695a02d8ce447,Женский,43.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",1.204537329260759
0716695efb0cecdd,Женский,50.0,Сибирский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.8400124372984689
07169d3b080ce9d0,Женский,68.0,Северо-Западный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...",Затрудняюсь ответить,0.6551069700642097
07165ddb080ce236,Женский,68.0,Дальневосточный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,Среднее образование (закончил 10-11 классов школы),Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,0.7563154281475143
07168511704cebf2,Женский,68.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,0.6506068290240652
07168804c6ccebd2,Мужской,26.0,Северо-Кавказский федеральный округ,Село,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Затрудняюсь ответить,1.215363366459071
0716bd90778ce41e,Мужской,33.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,Самозанятый,,Другое (укажите),0.8058568430160787
071688138d0ce116,Мужской,26.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Николай ХаритОнов, КПРФ",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,Самозанятый,,Другое (укажите),0.8228622116268349
07169435da8ce7aa,Мужской,33.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.9788143497753291
0716c1e69b4ce0ae,Мужской,44.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее не приму,Не стал бы участвовать в выборах,Не смотрю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Предприниматель, собственник бизнеса",,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.5241403738440747
071689571cccef1d,Мужской,44.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно не приму,Не стал бы участвовать в выборах,Несколько раз в неделю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Временно не работаю, безработный",,,0.7851852956366874
071679fe880ce3be,Женский,33.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Нахожусь в декретном отпуске, отпуске по уходу за ребенком",,,1.498821166315751
071689d37acce047,Женский,44.0,Северо-Кавказский федеральный округ,Поселок городского типа,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец","Редко, но не менее одного раза в полгода",Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в НЕКОММЕРЧЕСКОЙ организации, которая оказывает помощь населению (благотворительные фонды, центры поддержки...",,1.573956284590325
07167b38044cea51,Женский,44.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Временно не работаю, безработный",,,1.380230105358712
071665acd20ce121,Мужской,27.0,Сибирский федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владислав ДаванкОв, партия «Новые люди»",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Предприниматель, собственник бизнеса",,"Информационные технологии, связь, интернет Включает в том числе: Программирование /создание программного обеспечения,...",1.4202170860654577
07165e1eb90cebb9,Мужской,45.0,Сибирский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в месяц,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",0.9641456094182506
07166f972b4cec1d,Мужской,45.0,Уральский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,Самозанятый,,"Сфера отдыха и развлечений, туризм Включает в том числе: Парки, активный отдых, прокат (лодок, снаряжения), ярмарки, ...",0.5614228925380665
07169f046b4cef89,Мужской,45.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец","Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.5797653540319805
0716a458510ce5be,Мужской,45.0,Южный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сфера отдыха и развлечений, туризм Включает в том числе: Парки, активный отдых, прокат (лодок, снаряжения), ярмарки, ...",0.8469647384271121
071676c452ccedb6,Мужской,63.0,Уральский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,0.9641058432173013
07169ccb184ceb4b,Женский,27.0,Южный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Леонид СлУцкий, ЛДПР","Редко, но не менее одного раза в полгода",Несколько раз в неделю,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Нахожусь в декретном отпуске, отпуске по уходу за ребенком",,,1.786395230140321
0716902a330cef3a,Женский,52.0,Южный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,Среднее образование (закончил 10-11 классов школы),Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Социальные услуги, социальное обеспечение Включает в том числе: собес, пенсионный фонд, реабилитационный центр, центр...",1.0444589442748828
0716a21c000ce7c1,Женский,45.0,Южный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в месяц,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",1.0444589442748828
07169c39384ce9bc,Женский,45.0,Южный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",1.3383676510148783
07165d3759ccebab,Женский,45.0,Дальневосточный федеральный округ,Поселок городского типа,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Временно не работаю, безработный",,,1.411843090381307
07168b6e474cef43,Женский,52.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Здравоохранение Включает в том числе: поликлиники, медицинские центры, больницы, стационары, «Скорая помощь», санатории",0.6449831672496995
07165fc4ef0cefef,Женский,63.0,Дальневосточный федеральный округ,Город с численностью менее 50 тысяч,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Скорее не приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Не пользуюсь,Среднее образование (закончил 10-11 классов школы),Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,0.7563154281475143
07167f15630ce801,Мужской,35.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Социальные услуги, социальное обеспечение Включает в том числе: собес, пенсионный фонд, реабилитационный центр, центр...",1.1382953980134634
07169adb554cec3f,Мужской,35.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)","Пока не определился, определюсь ближе к выборам","Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,Среднее образование (закончил 10-11 классов школы),Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.5205155960063468
0716accc738ce430,Мужской,46.0,Центральный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7872924307180065
07168a87cc4ce25f,Мужской,46.0,Южный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,Неполное среднее образование (закончил до 9-ти классов),Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,0.7648290782267109
07168c40ef4ce88d,Мужской,46.0,Южный федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,Самозанятый,,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.5591317460847063
071684638e4ce088,Мужской,46.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)","Пока не определился, определюсь ближе к выборам","Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,(НЕ ЗАЧИТЫВАТЬ) Отказ от ответа,,,0.7352360155830888
0716d168b70ce919,Женский,35.0,Центральный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)","Пока не определился, определюсь ближе к выборам","Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Среднее образование (закончил 10-11 классов школы),Хорошее,"Временно не работаю, безработный",,,1.1170712795161162
071689b152cce7cb,Женский,35.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",1.0187024194255168
0716a8b096cceec6,Женский,35.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Предприниматель, собственник бизнеса",,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",1.1237829312726129
0716af7b9b0ce391,Мужской,29.0,Центральный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (2024 г., без уточнения месяца)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Среднее образование (закончил 10-11 классов школы),Хорошее,Самозанятый,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.9492454378562405
071680b4604cea44,Мужской,36.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,Самозанятый,,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",0.9970376290611659
07168cad2e0ce654,Мужской,36.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (2024 г., без уточнения месяца)",Скорее приму,"Леонид СлУцкий, ЛДПР",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",0.46822644084996484
07169a48c4cce476,Мужской,54.0,Северо-Кавказский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Среднее образование (закончил 10-11 классов школы),Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",0.9129197168453075
0716a1360d4ce1fe,Мужской,54.0,Северо-Кавказский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (2024 г., без уточнения месяца)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,Среднее образование (закончил 10-11 классов школы),Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,0.9129197168453075
07167358bacce864,Мужской,54.0,Сибирский федеральный округ,Село,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,Среднее образование (закончил 10-11 классов школы),Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.9641456094182506
0716ca2e6d4ce6a7,Мужской,47.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно не приму,Не стал бы участвовать в выборах,Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",0.5762277065506854
0716b6b74ecced46,Мужской,54.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Хорошее,Работающий пенсионер,"Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",0.5407451886706833
07167853094ceb50,Мужской,72.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владислав ДаванкОв, партия «Новые люди»",Несколько раз в неделю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Хорошее,"Предприниматель, собственник бизнеса",,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",1.2625871659114805
